property	url	status	title
mask-border-outset	http://www.w3.org/TR/2014/CR-css-masking-1-20140826/#propdef-mask-border-outset	CR	CSS Masking Module Level 1
mask-border-repeat	http://dev.w3.org/fxtf/css-masking-1/#propdef-mask-border-repeat	ED	CSS Masking Module Level 1
mask-border-repeat	http://www.w3.org/TR/2014/CR-css-masking-1-20140826/#propdef-mask-border-repeat	CR	CSS Masking Module Level 1
mask-border-slice	http://dev.w3.org/fxtf/css-masking-1/#propdef-mask-border-slice	ED	CSS Masking Module Level 1
mask-border-slice	http://www.w3.org/TR/2014/CR-css-masking-1-20140826/#propdef-mask-border-slice	CR	CSS Masking Module Level 1
mask-border-source	http://dev.w3.org/fxtf/css-masking-1/#propdef-mask-border-source	ED	CSS Masking Module Level 1
mask-border-source	http://www.w3.org/TR/2014/CR-css-masking-1-20140826/#propdef-mask-border-source	CR	CSS Masking Module Level 1
mask-border-width	http://dev.w3.org/fxtf/css-masking-1/#propdef-mask-border-width	ED	CSS Masking Module Level 1
mask-border-width	http://www.w3.org/TR/2014/CR-css-masking-1-20140826/#propdef-mask-border-width	CR	CSS Masking Module Level 1
mask-clip	http://dev.w3.org/fxtf/css-masking-1/#propdef-mask-clip	ED	CSS Masking Module Level 1
mask-clip	http://www.w3.org/TR/2014/CR-css-masking-1-20140826/#propdef-mask-clip	CR	CSS Masking Module Level 1
mask-composite	http://dev.w3.org/fxtf/css-masking-1/#propdef-mask-composite	ED	CSS Masking Module Level 1
mask-composite	http://www.w3.org/TR/2014/CR-css-masking-1-20140826/#propdef-mask-composite	CR	CSS Masking Module Level 1
mask-image	http://dev.w3.org/fxtf/css-masking-1/#propdef-mask-image	ED	CSS Masking Module Level 1
mask-image	http://www.w3.org/TR/2014/CR-css-masking-1-20140826/#propdef-mask-image	CR	CSS Masking Module Level 1
mask-mode	http://dev.w3.org/fxtf/css-masking-1/#propdef-mask-mode	ED	CSS Masking Module Level 1
mask-mode	http://www.w3.org/TR/2014/CR-css-masking-1-20140826/#propdef-mask-mode	CR	CSS Masking Module Level 1
mask-origin	http://dev.w3.org/fxtf/css-masking-1/#propdef-mask-origin	ED	CSS Masking Module Level 1
mask-origin	http://www.w3.org/TR/2014/CR-css-masking-1-20140826/#propdef-mask-origin	CR	CSS Masking Module Level 1
mask-position	http://dev.w3.org/fxtf/css-masking-1/#propdef-mask-position	ED	CSS Masking Module Level 1
mask-position	http://www.w3.org/TR/2014/CR-css-masking-1-20140826/#propdef-mask-position	CR	CSS Masking Module Level 1
mask-repeat	http://dev.w3.org/fxtf/css-masking-1/#propdef-mask-repeat	ED	CSS Masking Module Level 1
mask-repeat	http://www.w3.org/TR/2014/CR-css-masking-1-20140826/#propdef-mask-repeat	CR	CSS Masking Module Level 1
mask-size	http://dev.w3.org/fxtf/css-masking-1/#propdef-mask-size	ED	CSS Masking Module Level 1
mask-size	http://www.w3.org/TR/2014/CR-css-masking-1-20140826/#propdef-mask-size	CR	CSS Masking Module Level 1
mask-type	http://dev.w3.org/fxtf/css-masking-1/#propdef-mask-type	ED	CSS Masking Module Level 1
mask-type	http://www.w3.org/TR/2014/CR-css-masking-1-20140826/#propdef-mask-type	CR	CSS Masking Module Level 1
max-height	http://www.w3.org/TR/2007/WD-css3-box-20070809#max-height	WD	CSS basic box model
max-height	http://www.w3.org/TR/2011/REC-CSS2-20110607/visudet.html#propdef-max-height	REC	CSS 2.1
max-lines	http://www.w3.org/TR/2013/WD-css-overflow-3-20130418/#max-lines0	WD	CSS Overflow Module Level 3
max-width	http://www.w3.org/TR/2007/WD-css3-box-20070809#max-width	WD	CSS basic box model
max-width	http://www.w3.org/TR/2011/REC-CSS2-20110607/visudet.html#propdef-max-width	REC	CSS 2.1
min-height	http://www.w3.org/TR/2007/WD-css3-box-20070809#min-height	WD	CSS basic box model
min-height	http://www.w3.org/TR/2011/REC-CSS2-20110607/visudet.html#propdef-min-height	REC	CSS 2.1
min-width	http://www.w3.org/TR/2007/WD-css3-box-20070809#min-width	WD	CSS basic box model
min-width	http://www.w3.org/TR/2011/REC-CSS2-20110607/visudet.html#propdef-min-width	REC	CSS 2.1
mix-blend-mode	http://dev.w3.org/fxtf/compositing-1/#propdef-mix-blend-mode	ED	Compositing and Blending Level 1
mix-blend-mode	http://www.w3.org/TR/2015/CR-compositing-1-20150113/#propdef-mix-blend-mode	CR	Compositing and Blending Level 1
motion	http://dev.w3.org/fxtf/motion-1/#propdef-motion	ED	Motion Path Module Level 1
motion	http://www.w3.org/TR/2015/WD-motion-1-20150409/#propdef-motion	FPWD	Motion Path Module Level 1
motion-offset	http://dev.w3.org/fxtf/motion-1/#propdef-motion-offset	ED	Motion Path Module Level 1
motion-offset	http://www.w3.org/TR/2015/WD-motion-1-20150409/#propdef-motion-offset	FPWD	Motion Path Module Level 1
motion-path	http://dev.w3.org/fxtf/motion-1/#propdef-motion-path	ED	Motion Path Module Level 1
motion-path	http://www.w3.org/TR/2015/WD-motion-1-20150409/#propdef-motion-path	FPWD	Motion Path Module Level 1
motion-rotation	http://dev.w3.org/fxtf/motion-1/#propdef-motion-rotation	ED	Motion Path Module Level 1
motion-rotation	http://www.w3.org/TR/2015/WD-motion-1-20150409/#propdef-motion-rotation	FPWD	Motion Path Module Level 1
move-to	http://www.w3.org/TR/2003/WD-css3-content-20030514#move-to	WD	CSS3 Generated and Replaced Content Module
nav-down	http://dev.w3.org/csswg/css-ui/#propdef-nav-down	ED	CSS Basic User Interface Module Level 3 (CSS3 UI)
nav-down	http://www.w3.org/TR/2015/CR-css-ui-3-20150707/#propdef-nav-down	CR	CSS Basic User Interface Module Level 3 (CSS3 UI)
nav-left	http://dev.w3.org/csswg/css-ui/#propdef-nav-left	ED	CSS Basic User Interface Module Level 3 (CSS3 UI)
nav-left	http://www.w3.org/TR/2015/CR-css-ui-3-20150707/#propdef-nav-left	CR	CSS Basic User Interface Module Level 3 (CSS3 UI)
nav-right	http://dev.w3.org/csswg/css-ui/#propdef-nav-right	ED	CSS Basic User Interface Module Level 3 (CSS3 UI)
nav-right	http://www.w3.org/TR/2015/CR-css-ui-3-20150707/#propdef-nav-right	CR	CSS Basic User Interface Module Level 3 (CSS3 UI)
nav-up	http://dev.w3.org/csswg/css-ui/#propdef-nav-up	ED	CSS Basic User Interface Module Level 3 (CSS3 UI)
nav-up	http://www.w3.org/TR/2015/CR-css-ui-3-20150707/#propdef-nav-up	CR	CSS Basic User Interface Module Level 3 (CSS3 UI)
object-fit	http://www.w3.org/TR/2012/CR-css3-images-20120417/#object-fit	CR	CSS Image Values and Replaced Content Module Level 3
object-fit	http://www.w3.org/TR/2012/WD-css4-images-20120911/#object-fit	WD	CSS Image Values and Replaced Content Module Level 4
object-position	http://www.w3.org/TR/2012/CR-css3-images-20120417/#object-position	CR	CSS Image Values and Replaced Content Module Level 3
object-position	http://www.w3.org/TR/2012/WD-css4-images-20120911/#object-position	WD	CSS Image Values and Replaced Content Module Level 4
offset-after	http://dev.w3.org/csswg/css-position/#propdef-offset-after	ED	CSS Positioned Layout Module Level 3
offset-after	http://www.w3.org/TR/2015/WD-css3-positioning-20150203/#propdef-offset-after	WD	CSS Positioned Layout Module Level 3
offset-before	http://dev.w3.org/csswg/css-position/#propdef-offset-before	ED	CSS Positioned Layout Module Level 3
offset-before	http://www.w3.org/TR/2015/WD-css3-positioning-20150203/#propdef-offset-before	WD	CSS Positioned Layout Module Level 3
offset-end	http://dev.w3.org/csswg/css-position/#propdef-offset-end	ED	CSS Positioned Layout Module Level 3
offset-end	http://www.w3.org/TR/2015/WD-css3-positioning-20150203/#propdef-offset-end	WD	CSS Positioned Layout Module Level 3
offset-start	http://dev.w3.org/csswg/css-position/#propdef-offset-start	ED	CSS Positioned Layout Module Level 3
offset-start	http://www.w3.org/TR/2015/WD-css3-positioning-20150203/#propdef-offset-start	WD	CSS Positioned Layout Module Level 3
opacity	http://www.w3.org/TR/2011/REC-css3-color-20110607#opacity	REC	CSS Color Module Level 3
order	http://www.w3.org/TR/2016/CR-css-flexbox-1-20160301/#propdef-order	CR	CSS Flexible Box Layout Module Level 1
order	https://drafts.csswg.org/css-flexbox/#propdef-order	ED	CSS Flexible Box Layout Module Level 1
orphans	http://dev.w3.org/csswg/css-break/#propdef-orphans	ED	CSS Fragmentation Module Level 3
orphans	http://www.w3.org/TR/2011/REC-CSS2-20110607/page.html#propdef-orphans	REC	CSS 2.1
orphans	http://www.w3.org/TR/2016/CR-css-break-3-20160114/#propdef-orphans	CR	CSS Fragmentation Module Level 3
outline	http://dev.w3.org/csswg/css-ui/#propdef-outline	ED	CSS Basic User Interface Module Level 3 (CSS3 UI)
outline	http://www.w3.org/TR/2011/REC-CSS2-20110607/ui.html#propdef-outline	REC	CSS 2.1
outline	http://www.w3.org/TR/2015/CR-css-ui-3-20150707/#propdef-outline	CR	CSS Basic User Interface Module Level 3 (CSS3 UI)
outline-color	http://dev.w3.org/csswg/css-ui/#propdef-outline-color	ED	CSS Basic User Interface Module Level 3 (CSS3 UI)
outline-color	http://www.w3.org/TR/2011/REC-CSS2-20110607/ui.html#propdef-outline-color	REC	CSS 2.1
outline-color	http://www.w3.org/TR/2015/CR-css-ui-3-20150707/#propdef-outline-color	CR	CSS Basic User Interface Module Level 3 (CSS3 UI)
outline-offset	http://dev.w3.org/csswg/css-ui/#propdef-outline-offset	ED	CSS Basic User Interface Module Level 3 (CSS3 UI)
outline-offset	http://www.w3.org/TR/2015/CR-css-ui-3-20150707/#propdef-outline-offset	CR	CSS Basic User Interface Module Level 3 (CSS3 UI)
outline-style	http://dev.w3.org/csswg/css-ui/#propdef-outline-style	ED	CSS Basic User Interface Module Level 3 (CSS3 UI)
outline-style	http://www.w3.org/TR/2011/REC-CSS2-20110607/ui.html#propdef-outline-style	REC	CSS 2.1
outline-style	http://www.w3.org/TR/2015/CR-css-ui-3-20150707/#propdef-outline-style	CR	CSS Basic User Interface Module Level 3 (CSS3 UI)
outline-width	http://dev.w3.org/csswg/css-ui/#propdef-outline-width	ED	CSS Basic User Interface Module Level 3 (CSS3 UI)
outline-width	http://www.w3.org/TR/2011/REC-CSS2-20110607/ui.html#propdef-outline-width	REC	CSS 2.1
outline-width	http://www.w3.org/TR/2015/CR-css-ui-3-20150707/#propdef-outline-width	CR	CSS Basic User Interface Module Level 3 (CSS3 UI)
overflow	http://www.w3.org/TR/2007/WD-css3-box-20070809#overflow0	WD	CSS basic box model
overflow	http://www.w3.org/TR/2011/REC-CSS2-20110607/visufx.html#propdef-overflow	REC	CSS 2.1
overflow	http://www.w3.org/TR/2013/WD-css-overflow-3-20130418/#overflow	WD	CSS Overflow Module Level 3
overflow-style	http://www.w3.org/TR/2007/WD-css3-box-20070809#overflow-style	WD	CSS basic box model
overflow-wrap	http://dev.w3.org/csswg/css-text-3/#propdef-overflow-wrap	ED	CSS Text Module Level 3
overflow-wrap	http://www.w3.org/TR/2013/WD-css-text-3-20131010/#overflow-wrap	LC	CSS Text Module Level 3
overflow-x	http://www.w3.org/TR/2007/WD-css3-box-20070809#overflow-x	WD	CSS basic box model
overflow-x	http://www.w3.org/TR/2013/WD-css-overflow-3-20130418/#overflow-x	WD	CSS Overflow Module Level 3
overflow-y	http://www.w3.org/TR/2007/WD-css3-box-20070809#overflow-y	WD	CSS basic box model
overflow-y	http://www.w3.org/TR/2013/WD-css-overflow-3-20130418/#overflow-y	WD	CSS Overflow Module Level 3
padding	http://www.w3.org/TR/2007/WD-css3-box-20070809#padding1	WD	CSS basic box model
padding	http://www.w3.org/TR/2011/REC-CSS2-20110607/box.html#propdef-padding	REC	CSS 2.1
padding-bottom	http://www.w3.org/TR/2007/WD-css3-box-20070809#padding-bottom	WD	CSS basic box model
padding-bottom	http://www.w3.org/TR/2011/REC-CSS2-20110607/box.html#propdef-padding-bottom	REC	CSS 2.1
padding-left	http://www.w3.org/TR/2007/WD-css3-box-20070809#padding-left	WD	CSS basic box model
padding-left	http://www.w3.org/TR/2011/REC-CSS2-20110607/box.html#propdef-padding-left	REC	CSS 2.1
padding-right	http://www.w3.org/TR/2007/WD-css3-box-20070809#padding-right	WD	CSS basic box model
padding-right	http://www.w3.org/TR/2011/REC-CSS2-20110607/box.html#propdef-padding-right	REC	CSS 2.1
padding-top	http://www.w3.org/TR/2007/WD-css3-box-20070809#padding-top	WD	CSS basic box model
padding-top	http://www.w3.org/TR/2011/REC-CSS2-20110607/box.html#propdef-padding-top	REC	CSS 2.1
page	http://www.w3.org/TR/2013/WD-css3-page-20130314/#page	WD	CSS Paged Media Module Level 3
page-break-after	http://www.w3.org/TR/2011/REC-CSS2-20110607/page.html#propdef-page-break-after	REC	CSS 2.1
page-break-before	http://www.w3.org/TR/2011/REC-CSS2-20110607/page.html#propdef-page-break-before	REC	CSS 2.1
page-break-inside	http://www.w3.org/TR/2011/REC-CSS2-20110607/page.html#propdef-page-break-inside	REC	CSS 2.1
page-policy	http://www.w3.org/TR/2003/WD-css3-content-20030514#page-policy0	WD	CSS3 Generated and Replaced Content Module
pause	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-pause	REC	CSS 2.1
pause	http://www.w3.org/TR/2012/CR-css3-speech-20120320/#pause	CR	CSS Speech Module
pause-after	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-pause-after	REC	CSS 2.1
pause-after	http://www.w3.org/TR/2012/CR-css3-speech-20120320/#pause-after	CR	CSS Speech Module
pause-before	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-pause-before	REC	CSS 2.1
pause-before	http://www.w3.org/TR/2012/CR-css3-speech-20120320/#pause-before	CR	CSS Speech Module
perspective	http://dev.w3.org/csswg/css-transforms/#propdef-perspective	ED	CSS Transforms Module Level 1
perspective	http://www.w3.org/TR/2013/WD-css-transforms-1-20131126/#propdef-perspective	WD	CSS Transforms Module Level 1
perspective-origin	http://dev.w3.org/csswg/css-transforms/#propdef-perspective-origin	ED	CSS Transforms Module Level 1
perspective-origin	http://www.w3.org/TR/2013/WD-css-transforms-1-20131126/#propdef-perspective-origin	WD	CSS Transforms Module Level 1
pitch	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-pitch	REC	CSS 2.1
pitch-range	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-pitch-range	REC	CSS 2.1
play-during	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-play-during	REC	CSS 2.1
polar-anchor	http://www.w3.org/TR/2016/WD-css-round-display-1-20160301/#propdef-polar-anchor	WD	CSS Round Display Level 1
polar-anchor	https://drafts.csswg.org/css-round-display/#propdef-polar-anchor	ED	CSS Round Display Level 1
polar-angle	http://www.w3.org/TR/2016/WD-css-round-display-1-20160301/#propdef-polar-angle	WD	CSS Round Display Level 1
polar-angle	https://drafts.csswg.org/css-round-display/#propdef-polar-angle	ED	CSS Round Display Level 1
polar-distance	http://www.w3.org/TR/2016/WD-css-round-display-1-20160301/#propdef-polar-distance	WD	CSS Round Display Level 1
polar-distance	https://drafts.csswg.org/css-round-display/#propdef-polar-distance	ED	CSS Round Display Level 1
polar-origin	http://www.w3.org/TR/2016/WD-css-round-display-1-20160301/#propdef-polar-origin	WD	CSS Round Display Level 1
polar-origin	https://drafts.csswg.org/css-round-display/#propdef-polar-origin	ED	CSS Round Display Level 1
position	http://dev.w3.org/csswg/css-position/#propdef-position	ED	CSS Positioned Layout Module Level 3
position	http://www.w3.org/TR/2011/REC-CSS2-20110607/visuren.html#propdef-position	REC	CSS 2.1
position	http://www.w3.org/TR/2015/WD-css3-positioning-20150203/#propdef-position	WD	CSS Positioned Layout Module Level 3
presentation-level	http://www.w3.org/TR/2014/NOTE-css3-preslev-20141014/#presentation-level	NOTE	CSS Presentation Levels Module
quotes	http://www.w3.org/TR/2003/WD-css3-content-20030514#quotes	WD	CSS3 Generated and Replaced Content Module
quotes	http://www.w3.org/TR/2011/REC-CSS2-20110607/generate.html#propdef-quotes	REC	CSS 2.1
region-fragment	http://dev.w3.org/csswg/css-regions/#propdef-region-fragment	ED	CSS Regions Module Level 1
region-fragment	http://www.w3.org/TR/2014/WD-css-regions-1-20141009/#propdef-region-fragment	WD	CSS Regions Module Level 1
resize	http://dev.w3.org/csswg/css-ui/#propdef-resize	ED	CSS Basic User Interface Module Level 3 (CSS3 UI)
resize	http://www.w3.org/TR/2015/CR-css-ui-3-20150707/#propdef-resize	CR	CSS Basic User Interface Module Level 3 (CSS3 UI)
rest	http://www.w3.org/TR/2012/CR-css3-speech-20120320/#rest	CR	CSS Speech Module
rest-after	http://www.w3.org/TR/2012/CR-css3-speech-20120320/#rest-after	CR	CSS Speech Module
rest-before	http://www.w3.org/TR/2012/CR-css3-speech-20120320/#rest-before	CR	CSS Speech Module
richness	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-richness	REC	CSS 2.1
right	http://dev.w3.org/csswg/css-position/#propdef-right	ED	CSS Positioned Layout Module Level 3
right	http://www.w3.org/TR/2011/REC-CSS2-20110607/visuren.html#propdef-right	REC	CSS 2.1
right	http://www.w3.org/TR/2015/WD-css3-positioning-20150203/#propdef-right	WD	CSS Positioned Layout Module Level 3
rotation	http://www.w3.org/TR/2007/WD-css3-box-20070809#rotation	WD	CSS basic box model
rotation-point	http://www.w3.org/TR/2007/WD-css3-box-20070809#rotation-point	WD	CSS basic box model
ruby-align	http://dev.w3.org/csswg/css-ruby-1/#propdef-ruby-align	ED	CSS Ruby Layout Module Level 1
ruby-align	http://www.w3.org/TR/2014/WD-css-ruby-1-20140805/#propdef-ruby-align	WD	CSS Ruby Layout Module Level 1
ruby-merge	http://dev.w3.org/csswg/css-ruby-1/#propdef-ruby-merge	ED	CSS Ruby Layout Module Level 1
ruby-merge	http://www.w3.org/TR/2014/WD-css-ruby-1-20140805/#propdef-ruby-merge	WD	CSS Ruby Layout Module Level 1
ruby-position	http://dev.w3.org/csswg/css-ruby-1/#propdef-ruby-position	ED	CSS Ruby Layout Module Level 1
ruby-position	http://www.w3.org/TR/2014/WD-css-ruby-1-20140805/#propdef-ruby-position	WD	CSS Ruby Layout Module Level 1
running	http://dev.w3.org/csswg/css-gcpm/#propdef-running	ED	CSS Generated Content for Paged Media Module
running	http://www.w3.org/TR/2014/WD-css-gcpm-3-20140513/#propdef-running	WD	CSS Generated Content for Paged Media Module
scroll-behavior	http://www.w3.org/TR/2016/WD-cssom-view-1-20160317/#propdef-scroll-behavior	WD	CSSOM View Module
scroll-behavior	https://drafts.csswg.org/cssom-view/#propdef-scroll-behavior	ED	CSSOM View Module
scroll-snap-align	http://www.w3.org/TR/2016/WD-css-snappoints-1-20160329/#propdef-scroll-snap-align	WD	CSS Scroll Snap Points Module Level 1
scroll-snap-align	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-align	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-margin	http://www.w3.org/TR/2016/WD-css-snappoints-1-20160329/#propdef-scroll-snap-margin	WD	CSS Scroll Snap Points Module Level 1
scroll-snap-margin	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-margin	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-margin-block	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-margin-block	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-margin-block-end	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-margin-block-end	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-margin-block-start	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-margin-block-start	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-margin-bottom	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-margin-bottom	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-margin-inline	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-margin-inline	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-margin-inline-end	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-margin-inline-end	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-margin-inline-start	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-margin-inline-start	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-margin-left	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-margin-left	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-margin-right	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-margin-right	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-margin-top	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-margin-top	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-padding	http://www.w3.org/TR/2016/WD-css-snappoints-1-20160329/#propdef-scroll-snap-padding	WD	CSS Scroll Snap Points Module Level 1
scroll-snap-padding	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-padding	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-padding-block	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-padding-block	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-padding-block-end	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-padding-block-end	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-padding-block-start	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-padding-block-start	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-padding-bottom	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-padding-bottom	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-padding-inline	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-padding-inline	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-padding-inline-end	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-padding-inline-end	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-padding-inline-start	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-padding-inline-start	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-padding-left	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-padding-left	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-padding-right	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-padding-right	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-padding-top	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-padding-top	ED	CSS Scroll Snap Points Module Level 1
scroll-snap-type	http://www.w3.org/TR/2016/WD-css-snappoints-1-20160329/#propdef-scroll-snap-type	WD	CSS Scroll Snap Points Module Level 1
scroll-snap-type	https://drafts.csswg.org/css-snappoints/#propdef-scroll-snap-type	ED	CSS Scroll Snap Points Module Level 1
shape-image-threshold	http://dev.w3.org/csswg/css-shapes/#propdef-shape-image-threshold	ED	CSS Shapes Module Level 1
shape-image-threshold	http://www.w3.org/TR/2014/CR-css-shapes-1-20140320/#propdef-shape-image-threshold	CR	CSS Shapes Module Level 1
shape-inside	http://www.w3.org/TR/2016/WD-css-round-display-1-20160301/#propdef-shape-inside	WD	CSS Round Display Level 1
shape-inside	https://drafts.csswg.org/css-round-display/#propdef-shape-inside	ED	CSS Round Display Level 1
shape-margin	http://dev.w3.org/csswg/css-shapes/#propdef-shape-margin	ED	CSS Shapes Module Level 1
shape-margin	http://www.w3.org/TR/2014/CR-css-shapes-1-20140320/#propdef-shape-margin	CR	CSS Shapes Module Level 1
shape-outside	http://dev.w3.org/csswg/css-shapes/#propdef-shape-outside	ED	CSS Shapes Module Level 1
shape-outside	http://www.w3.org/TR/2014/CR-css-shapes-1-20140320/#propdef-shape-outside	CR	CSS Shapes Module Level 1
size	http://www.w3.org/TR/2013/WD-css3-page-20130314/#size	WD	CSS Paged Media Module Level 3
speak	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-speak	REC	CSS 2.1
speak	http://www.w3.org/TR/2012/CR-css3-speech-20120320/#speak	CR	CSS Speech Module
speak-as	http://www.w3.org/TR/2012/CR-css3-speech-20120320/#speak-as	CR	CSS Speech Module
speak-header	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-speak-header	REC	CSS 2.1
speak-numeral	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-speak-numeral	REC	CSS 2.1
speak-punctuation	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-speak-punctuation	REC	CSS 2.1
speech-rate	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-speech-rate	REC	CSS 2.1
stress	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-stress	REC	CSS 2.1
string-set	http://dev.w3.org/csswg/css-gcpm/#propdef-string-set	ED	CSS Generated Content for Paged Media Module
string-set	http://www.w3.org/TR/2014/WD-css-gcpm-3-20140513/#propdef-string-set	WD	CSS Generated Content for Paged Media Module
stroke	http://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeProperty	FPWD	SVG Strokes
stroke	https://svgwg.org/specs/strokes/#StrokeProperty	ED	SVG Strokes
stroke-alignment	http://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeAlignmentProperty	FPWD	SVG Strokes
stroke-alignment	https://svgwg.org/specs/strokes/#StrokeAlignmentProperty	ED	SVG Strokes
stroke-dashadjust	http://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeDashadjustProperty	FPWD	SVG Strokes
stroke-dashadjust	https://svgwg.org/specs/strokes/#StrokeDashadjustProperty	ED	SVG Strokes
stroke-dasharray	http://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeDasharrayProperty	FPWD	SVG Strokes
stroke-dasharray	https://svgwg.org/specs/strokes/#StrokeDasharrayProperty	ED	SVG Strokes
stroke-dashcorner	http://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeDashcornerProperty	FPWD	SVG Strokes
stroke-dashcorner	https://svgwg.org/specs/strokes/#StrokeDashcornerProperty	ED	SVG Strokes
stroke-dashoffset	http://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeDashoffsetProperty	FPWD	SVG Strokes
stroke-dashoffset	https://svgwg.org/specs/strokes/#StrokeDashoffsetProperty	ED	SVG Strokes
stroke-linecap	http://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeLinecapProperty	FPWD	SVG Strokes
stroke-linecap	https://svgwg.org/specs/strokes/#StrokeLinecapProperty	ED	SVG Strokes
stroke-linejoin	http://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeLinejoinProperty	FPWD	SVG Strokes
stroke-linejoin	https://svgwg.org/specs/strokes/#StrokeLinejoinProperty	ED	SVG Strokes
stroke-miterlimit	http://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeMiterlimitProperty	FPWD	SVG Strokes
stroke-miterlimit	https://svgwg.org/specs/strokes/#StrokeMiterlimitProperty	ED	SVG Strokes
stroke-opacity	http://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeOpacityProperty	FPWD	SVG Strokes
stroke-opacity	https://svgwg.org/specs/strokes/#StrokeOpacityProperty	ED	SVG Strokes
stroke-width	http://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeWidthProperty	FPWD	SVG Strokes
stroke-width	https://svgwg.org/specs/strokes/#StrokeWidthProperty	ED	SVG Strokes
tab-size	http://dev.w3.org/csswg/css-text-3/#propdef-tab-size	ED	CSS Text Module Level 3
tab-size	http://www.w3.org/TR/2013/WD-css-text-3-20131010/#tab-size	LC	CSS Text Module Level 3
table-layout	http://www.w3.org/TR/2011/REC-CSS2-20110607/tables.html#propdef-table-layout	REC	CSS 2.1
text-align	http://dev.w3.org/csswg/css-text-3/#propdef-text-align	ED	CSS Text Module Level 3
text-align	http://www.w3.org/TR/2011/REC-CSS2-20110607/text.html#propdef-text-align	REC	CSS 2.1
